Topic: 0
salsa : 0.15763994409
mexican : 0.14679362858
good : 0.134001404062
just : 0.129303926398
chips : 0.0955126729909
great : 0.0877529225443
food : 0.0838864859822
joint : 0.0812008482845
dip : 0.0646705333451
location : 0.0192376337231
Topic: 1
food : 0.297485363786
just : 0.162529768211
good : 0.13778749904
salsa : 0.0583383977435
great : 0.0578253348872
chips : 0.0574870892802
location : 0.0574418119492
mexican : 0.0573275066418
dip : 0.057067966339
joint : 0.0567092621222
Topic: 2
good : 0.201572579355
location : 0.15151724642
joint : 0.150754288272
great : 0.125668003021
food : 0.124699260634
chips : 0.0495799713887
salsa : 0.049329646539
just : 0.0490084370372
mexican : 0.0489828035078
dip : 0.0488877638258
Topic: 3
dip : 0.232875574107
chips : 0.211780878759
good : 0.141255624809
salsa : 0.0939481407112
food : 0.0888643536997
mexican : 0.0883024847965
great : 0.0364083785569
just : 0.0357870370504
location : 0.0356915706575
joint : 0.0350859568533
Topic: 4
great : 0.281239598707
location : 0.235642976223
salsa : 0.137818421416
food : 0.0970380824356
mexican : 0.0968022431612
dip : 0.0304376485401
good : 0.0304178012555
chips : 0.0303931388077
just : 0.0302763050647
joint : 0.0299337843892
