Topic: 0
music : 0.272045972309
irish : 0.200659876666
pub : 0.127548954021
good : 0.059040603877
like : 0.0579111075298
didn : 0.0576111367854
food : 0.0567262441937
selection : 0.0566165105676
came : 0.0560481809314
helpful : 0.0557914131184
Topic: 1
like : 0.305062838885
didn : 0.234027543438
pub : 0.109311624289
food : 0.102496801091
good : 0.096852802028
irish : 0.03119947629
selection : 0.0305762114235
music : 0.0304712028008
helpful : 0.0300266254217
came : 0.0299748743333
Topic: 2
food : 0.250114487069
good : 0.181886518352
helpful : 0.153011301877
came : 0.152667623113
didn : 0.0911690658158
irish : 0.0346759046945
like : 0.0345298218859
music : 0.0344261926447
selection : 0.0338168473125
pub : 0.0337022372346
Topic: 3
irish : 0.26105865166
music : 0.217879794231
selection : 0.216748733651
pub : 0.108989104874
good : 0.0334063207298
like : 0.0331392576541
didn : 0.0326191035126
food : 0.0322577205338
came : 0.0319978163638
helpful : 0.0319034967907
Topic: 4
good : 0.324963934787
came : 0.111679074011
helpful : 0.111538846532
like : 0.105442340123
didn : 0.104507108892
selection : 0.0747066144449
food : 0.0703706602482
irish : 0.0327653020319
music : 0.032185605768
pub : 0.0318405131619
