Topic: 0
vegas : 0.228110643216
good : 0.188781186162
like : 0.145476190258
restaurant : 0.0860947579631
old : 0.0833082141683
place : 0.0831403715213
service : 0.0528084448558
great : 0.0469450840411
food : 0.0432148625615
italian : 0.0421202452537
Topic: 1
food : 0.354690813385
restaurant : 0.167809255934
old : 0.102794400248
good : 0.0938715502445
great : 0.092914831231
service : 0.060558318726
vegas : 0.0566175922132
place : 0.0371746440237
italian : 0.0168578367904
like : 0.0167107572039
Topic: 2
service : 0.267907771177
food : 0.157057561719
old : 0.126463284297
like : 0.101406890691
italian : 0.0957914383989
good : 0.0632735882487
vegas : 0.0588270111593
great : 0.0490998602972
restaurant : 0.0439722763032
place : 0.0362003177081
Topic: 3
place : 0.249263929694
great : 0.203999142863
italian : 0.118982743155
vegas : 0.103830031454
food : 0.0923166868979
restaurant : 0.0680852365881
service : 0.052043094204
old : 0.0438834214154
good : 0.0359242737043
like : 0.0316714400236
Topic: 4
place : 0.16384196924
great : 0.138207837784
food : 0.101745323123
service : 0.0990730215183
good : 0.0978827126725
restaurant : 0.0940156632615
old : 0.0907543054871
vegas : 0.0796808926202
italian : 0.0725176556435
like : 0.0622806186504
